Code,food_name,gi,gi_category,gi_source
H017,Pine seed (Pinus sp.),50,low,"estimated (food-group based, ICFT aligned)"
H018,Pistachio nuts (Pistacia vera),50,low,"estimated (food-group based, ICFT aligned)"
H019,Safflower seeds (Carthamus tinctorius),50,low,"estimated (food-group based, ICFT aligned)"
H020,Sunflower seeds (Helianthus annuus),50,low,"estimated (food-group based, ICFT aligned)"
H021,Walnut (Juglans regia),50,low,"estimated (food-group based, ICFT aligned)"
I001,"Jaggery, cane (Saccharum officinarum)",50,low,"estimated (food-group based, ICFT aligned)"
I002,"Sugarcane, juice (Saccharum officinarum)",50,low,"estimated (food-group based, ICFT aligned)"
J001,"Button mushroom, fresh (Agaricus sp.)",50,low,"estimated (food-group based, ICFT aligned)"
J002,"Chicken mushroom, fresh (Lactiporus sp.)",50,low,"estimated (food-group based, ICFT aligned)"
J003,"Shiitake mushroom, fresh (Lentinula sp.)",50,low,"estimated (food-group based, ICFT aligned)"
J004,"Oyster mushroom, dried (Pleurotus sp.)",50,low,"estimated (food-group based, ICFT aligned)"
K001,Toddy (Borassus flabellifer),50,low,"estimated (food-group based, ICFT aligned)"
K002,Coconut Water (Cocos nucifera),50,low,"estimated (food-group based, ICFT aligned)"
L001,"Milk, whole, Buffalo",50,low,"estimated (food-group based, ICFT aligned)"
L002,"Milk, whole, Cow",50,low,"estimated (food-group based, ICFT aligned)"
L003,Paneer,50,low,"estimated (food-group based, ICFT aligned)"
L004,Khoa,50,low,"estimated (food-group based, ICFT aligned)"
M001,"Egg, poultry, whole, raw",50,low,"estimated (food-group based, ICFT aligned)"
M002,"Egg, poultry, white, raw",50,low,"estimated (food-group based, ICFT aligned)"
M003,"Egg, poultry, yolk, raw",50,low,"estimated (food-group based, ICFT aligned)"
M004,"Egg, poultry, whole, boiled",50,low,"estimated (food-group based, ICFT aligned)"
M005,"Egg, poultry, white, boiled",50,low,"estimated (food-group based, ICFT aligned)"
M006,"Egg, poultry, yolk, boiled",50,low,"estimated (food-group based, ICFT aligned)"
M007,"Egg, poultry, omlet",50,low,"estimated (food-group based, ICFT aligned)"
M008,"Egg, country hen, whole, raw",50,low,"estimated (food-group based, ICFT aligned)"
M009,"Egg, country hen, whole, boiled",50,low,"estimated (food-group based, ICFT aligned)"
M010,"Egg, country hen, omlet",50,low,"estimated (food-group based, ICFT aligned)"
M011,"Egg, duck, whole, boiled",50,low,"estimated (food-group based, ICFT aligned)"
M012,"Egg, duck, whole, raw",50,low,"estimated (food-group based, ICFT aligned)"
M013,"Egg, duck, whole, omlet",50,low,"estimated (food-group based, ICFT aligned)"
M014,"Egg, quial, whole, raw",50,low,"estimated (food-group based, ICFT aligned)"
M015,"Egg, quial, whole, boiled",50,low,"estimated (food-group based, ICFT aligned)"
N001,"Chicken, poultry, leg, skinless",50,low,"estimated (food-group based, ICFT aligned)"
N002,"Chicken, poultry, thigh, skinless",50,low,"estimated (food-group based, ICFT aligned)"
N003,"Chicken, poultry, breast, skinless",50,low,"estimated (food-group based, ICFT aligned)"
N004,"Chicken, poultry, wing, skinless",50,low,"estimated (food-group based, ICFT aligned)"
N005,"Poultry, chicken, liver",50,low,"estimated (food-group based, ICFT aligned)"
N006,"Poultry, chicken, gizzard",50,low,"estimated (food-group based, ICFT aligned)"
N007,"Country hen, leg, with skin",50,low,"estimated (food-group based, ICFT aligned)"
N008,"Country hen, thigh, with skin",50,low,"estimated (food-group based, ICFT aligned)"
N009,"Country hen, breast, with skin",50,low,"estimated (food-group based, ICFT aligned)"
N010,"Country hen, wing, with skin",50,low,"estimated (food-group based, ICFT aligned)"
N011,"Duck, meat, with skin",50,low,"estimated (food-group based, ICFT aligned)"
N012,"Emu, meat, skinless",50,low,"estimated (food-group based, ICFT aligned)"
N013,"Guinea fowl, meat, with skin",50,low,"estimated (food-group based, ICFT aligned)"
N014,"Pigeon, meat, with skin",50,low,"estimated (food-group based, ICFT aligned)"
N015,"Quail, meat, skinless",50,low,"estimated (food-group based, ICFT aligned)"
N016,"Turkey, leg, with skin",50,low,"estimated (food-group based, ICFT aligned)"
N017,"Turkey, thigh, with skin",50,low,"estimated (food-group based, ICFT aligned)"
N018,"Turkey, breast, with skin",50,low,"estimated (food-group based, ICFT aligned)"
N019,"Turkey, wing, with skin",50,low,"estimated (food-group based, ICFT aligned)"
O001,"Goat, shoulder",50,low,"estimated (food-group based, ICFT aligned)"
O002,"Goat, chops",50,low,"estimated (food-group based, ICFT aligned)"
O003,"Goat, legs",50,low,"estimated (food-group based, ICFT aligned)"
O004,"Goat, brain",50,low,"estimated (food-group based, ICFT aligned)"
O005,"Goat, tongue",50,low,"estimated (food-group based, ICFT aligned)"
O006,"Goat, lungs",50,low,"estimated (food-group based, ICFT aligned)"
O007,"Goat, heart",50,low,"estimated (food-group based, ICFT aligned)"
O008,"Goat, liver",50,low,"estimated (food-group based, ICFT aligned)"
O009,"Goat, tripe",50,low,"estimated (food-group based, ICFT aligned)"
O010,"Goat, spleen",50,low,"estimated (food-group based, ICFT aligned)"
O011,"Goat, kidneys",50,low,"estimated (food-group based, ICFT aligned)"
O012,"Goat, tube (small intestine)",50,low,"estimated (food-group based, ICFT aligned)"
O013,"Goat, testis",50,low,"estimated (food-group based, ICFT aligned)"
O014,"Sheep, shoulder",50,low,"estimated (food-group based, ICFT aligned)"
O015,"Sheep, chops",50,low,"estimated (food-group based, ICFT aligned)"
O016,"Sheep, leg",50,low,"estimated (food-group based, ICFT aligned)"
O017,"Sheep, brain",50,low,"estimated (food-group based, ICFT aligned)"
O018,"Sheep, tongue",50,low,"estimated (food-group based, ICFT aligned)"
O019,"Sheep, lungs",50,low,"estimated (food-group based, ICFT aligned)"
O020,"Sheep, heart",50,low,"estimated (food-group based, ICFT aligned)"
O021,"Sheep, liver",50,low,"estimated (food-group based, ICFT aligned)"
O022,"Sheep, tripe",50,low,"estimated (food-group based, ICFT aligned)"
O023,"Sheep, spleen",50,low,"estimated (food-group based, ICFT aligned)"
O024,"Sheep, kidneys",50,low,"estimated (food-group based, ICFT aligned)"
O025,"Beef, shoulder",50,low,"estimated (food-group based, ICFT aligned)"
O026,"Beef, chops",50,low,"estimated (food-group based, ICFT aligned)"
O027,"Beef, round (leg)",50,low,"estimated (food-group based, ICFT aligned)"
O028,"Beef, brain",50,low,"estimated (food-group based, ICFT aligned)"
O029,"Beef, tongue",50,low,"estimated (food-group based, ICFT aligned)"
O030,"Beef, lungs",50,low,"estimated (food-group based, ICFT aligned)"
O031,"Beef, heart",50,low,"estimated (food-group based, ICFT aligned)"
O032,"Beef, liver",50,low,"estimated (food-group based, ICFT aligned)"
O033,"Beef, tripe",50,low,"estimated (food-group based, ICFT aligned)"
O034,"Beef, spleen",50,low,"estimated (food-group based, ICFT aligned)"
O035,"Beef, kidneys",50,low,"estimated (food-group based, ICFT aligned)"
O036,"Calf, shoulder",50,low,"estimated (food-group based, ICFT aligned)"
O037,"Calf, chops",50,low,"estimated (food-group based, ICFT aligned)"
O038,"Calf, round (leg)",50,low,"estimated (food-group based, ICFT aligned)"
O039,"Calf, brain",50,low,"estimated (food-group based, ICFT aligned)"
O040,"Calf, tongue",50,low,"estimated (food-group based, ICFT aligned)"
O041,"Calf, heart",50,low,"estimated (food-group based, ICFT aligned)"
O042,"Calf, liver",50,low,"estimated (food-group based, ICFT aligned)"
O043,"Calf, spleen",50,low,"estimated (food-group based, ICFT aligned)"
O044,"Calf, kidneys",50,low,"estimated (food-group based, ICFT aligned)"
O045,"Mithun, shoulder",50,low,"estimated (food-group based, ICFT aligned)"
O046,"Mithun, chops",50,low,"estimated (food-group based, ICFT aligned)"
O047,"Mithun,  round (leg)",50,low,"estimated (food-group based, ICFT aligned)"
O048,"Pork, shoulder",50,low,"estimated (food-group based, ICFT aligned)"
O049,"Pork, chops",50,low,"estimated (food-group based, ICFT aligned)"
O050,"Pork, ham",50,low,"estimated (food-group based, ICFT aligned)"
O051,"Pork, lungs",50,low,"estimated (food-group based, ICFT aligned)"
O052,"Pork, heart",50,low,"estimated (food-group based, ICFT aligned)"
O053,"Pork, liver",50,low,"estimated (food-group based, ICFT aligned)"
O054,"Pork, stomach",50,low,"estimated (food-group based, ICFT aligned)"
O055,"Pork, spleen",50,low,"estimated (food-group based, ICFT aligned)"
O056,"Pork, kidneys",50,low,"estimated (food-group based, ICFT aligned)"
O057,"Pork, tube (small intestine)",50,low,"estimated (food-group based, ICFT aligned)"
O058,"Hare, shoulder",50,low,"estimated (food-group based, ICFT aligned)"
O059,"Hare, chops",50,low,"estimated (food-group based, ICFT aligned)"
O060,"Hare, leg",50,low,"estimated (food-group based, ICFT aligned)"
O061,"Rabbit, shoulder",50,low,"estimated (food-group based, ICFT aligned)"
O062,"Rabbit, chops",50,low,"estimated (food-group based, ICFT aligned)"
O063,"Rabbit,  leg",50,low,"estimated (food-group based, ICFT aligned)"
P001,Allathi (Elops machnata),50,low,"estimated (food-group based, ICFT aligned)"
P002,Aluva (Parastromateus niger),50,low,"estimated (food-group based, ICFT aligned)"
P003,Anchovy (Stolephorus indicus),50,low,"estimated (food-group based, ICFT aligned)"
P004,Ari fish (Aprion virescens ),50,low,"estimated (food-group based, ICFT aligned)"
P005,Betki (Lates calcarifer),50,low,"estimated (food-group based, ICFT aligned)"
P006,Black snapper  (Macolor niger),50,low,"estimated (food-group based, ICFT aligned)"
P007,Bombay duck (Harpadon nehereus),50,low,"estimated (food-group based, ICFT aligned)"
P008,Bommuralu  (Muraenesox cinerius),50,low,"estimated (food-group based, ICFT aligned)"
P009,Cat fish (Tachysurus thalassinus),50,low,"estimated (food-group based, ICFT aligned)"
P010,Chakla (Rachycentron canadum),50,low,"estimated (food-group based, ICFT aligned)"
P011,Chappal (Aluterus monoceros ),50,low,"estimated (food-group based, ICFT aligned)"
P012,Chelu (Elagatis bipinnulata),50,low,"estimated (food-group based, ICFT aligned)"
P013,Chembali  (Lutjanus quinquelineatus),50,low,"estimated (food-group based, ICFT aligned)"
P014,Eri meen (Pristipomoides filamentosus),50,low,"estimated (food-group based, ICFT aligned)"
P015,Gobro (Epinephelus diacanthus) 362,50,low,"estimated (food-group based, ICFT aligned)"
P016,Guitar fish (Rhinobatus prahli),50,low,"estimated (food-group based, ICFT aligned)"
P017,Hilsa (Tenualosa ilisha),50,low,"estimated (food-group based, ICFT aligned)"
P018,Jallal (Arius sp.),50,low,"estimated (food-group based, ICFT aligned)"
P019,Jathi vela meen (Lethrinus lentjan),50,low,"estimated (food-group based, ICFT aligned)"
P020,Kadal bral (Synodus indicus),50,low,"estimated (food-group based, ICFT aligned)"
P021,Kadali (Nemipterus mesoprion),50,low,"estimated (food-group based, ICFT aligned)"
P022,Kalamaara (Leptomelanosoma indicum),50,low,"estimated (food-group based, ICFT aligned)"
P023,Kalava (Epinephelus coioides),50,low,"estimated (food-group based, ICFT aligned)"
P024,Kanamayya  (Lutjanus rivulatus),50,low,"estimated (food-group based, ICFT aligned)"
P025,Kannadi paarai  (Alectis indicus),50,low,"estimated (food-group based, ICFT aligned)"
P026,Karimeen  (Etroplus suratensis),50,low,"estimated (food-group based, ICFT aligned)"
P027,Karnagawala  (Anchoa hepsetus),50,low,"estimated (food-group based, ICFT aligned)"
P028,Kayrai (Thunnus albacores),50,low,"estimated (food-group based, ICFT aligned)"
P029,Kiriyan (Atule mate),50,low,"estimated (food-group based, ICFT aligned)"
P030,Kite fish (Mobula kuhlii),50,low,"estimated (food-group based, ICFT aligned)"
P031,Korka (Terapon jarbua),50,low,"estimated (food-group based, ICFT aligned)"
P032,Kulam paarai (Carangoides fulvoguttatus),50,low,"estimated (food-group based, ICFT aligned)"
P033,Maagaa (Polynemus plebeius),50,low,"estimated (food-group based, ICFT aligned)"
P034,Mackerel (Rastrelliger kanagurta),50,low,"estimated (food-group based, ICFT aligned)"
P035,Manda clathi (Naso reticulatus),50,low,"estimated (food-group based, ICFT aligned)"
P036,Matha (Acanthurus mata),50,low,"estimated (food-group based, ICFT aligned)"
P037,Milk fish (Chanos chanos),50,low,"estimated (food-group based, ICFT aligned)"
P038,Moon fish (Mene maculata),50,low,"estimated (food-group based, ICFT aligned)"
P039,Mullet (Mugil cephalus),50,low,"estimated (food-group based, ICFT aligned)"
P040,Mural (Tylosurus  crocodilus),50,low,"estimated (food-group based, ICFT aligned)"
P041,Myil meen (Istiophorus platypterus),50,low,"estimated (food-group based, ICFT aligned)"
P042,Nalla bontha (Epinephelus sp.),50,low,"estimated (food-group based, ICFT aligned)"
P043,Narba (Caranx sexfasciatus),50,low,"estimated (food-group based, ICFT aligned)"
P044,Paarai (Caranx heberi),50,low,"estimated (food-group based, ICFT aligned)"
P045,Padayappa  (Canthidermis maculata),50,low,"estimated (food-group based, ICFT aligned)"
P046,Pali kora (Panna microdon),50,low,"estimated (food-group based, ICFT aligned)"
P047,Pambada (Lepturacanthus savala),50,low,"estimated (food-group based, ICFT aligned)"
P048,Pandukopa (Pseudosciaena manchurica),50,low,"estimated (food-group based, ICFT aligned)"
P049,Parava (Lactarius lactarius),50,low,"estimated (food-group based, ICFT aligned)"
P050,Parcus (Psettodes erumei),50,low,"estimated (food-group based, ICFT aligned)"
P051,Parrot fish  (Scarus ghobban),50,low,"estimated (food-group based, ICFT aligned)"
P052,Perinkilichai (Pinjalo pinjalo),50,low,"estimated (food-group based, ICFT aligned)"
P053,Phopat (Coryphaena hippurus),50,low,"estimated (food-group based, ICFT aligned)"
P054,Piranha (Pygopritis sp.),50,low,"estimated (food-group based, ICFT aligned)"
P055,"Pomfret, black  (Parastromateus niger)",50,low,"estimated (food-group based, ICFT aligned)"
P056,"Pomfret, snub nose (Trachinotus blochii)",50,low,"estimated (food-group based, ICFT aligned)"
P057,"Pomfret, white (Pampus argenteus)",50,low,"estimated (food-group based, ICFT aligned)"
P058,Pranel (Gerres sp.),50,low,"estimated (food-group based, ICFT aligned)"
P059,Pulli paarai (Gnathanodon speciosus) 399,50,low,"estimated (food-group based, ICFT aligned)"
P060,Queen fish (Scomberoides commersonianus) 400�12,50,low,"estimated (food-group based, ICFT aligned)"
P061,Raai fish (Lobotes surinamensis),50,low,"estimated (food-group based, ICFT aligned)"
P062,Raai vanthu (Epinephelus chlorostigma),50,low,"estimated (food-group based, ICFT aligned)"
P063,Rani (Pink perch),50,low,"estimated (food-group based, ICFT aligned)"
P064,"Ray fish, bow head, spotted (Rhina ancylostoma)",50,low,"estimated (food-group based, ICFT aligned)"
P065,Red snapper (Lutjanus argentimaculatus),50,low,"estimated (food-group based, ICFT aligned)"
P066,"Red snapper, small (Priacanthus hamrur)",50,low,"estimated (food-group based, ICFT aligned)"
P067,Sadaya (Platax orbicularis ),50,low,"estimated (food-group based, ICFT aligned)"
P068,Salmon (Salmo salar),50,low,"estimated (food-group based, ICFT aligned)"
P069,Sangada (Nemipterus japanicus),50,low,"estimated (food-group based, ICFT aligned)"
P070,Sankata paarai  (Caranx ignobilis),50,low,"estimated (food-group based, ICFT aligned)"
P071,Sardine (Sardinella longiceps),50,low,"estimated (food-group based, ICFT aligned)"
P072,Shark (Carcharhinus sorrah),50,low,"estimated (food-group based, ICFT aligned)"
P073,"Shark, hammer head  (Sphyrna mokarran)",50,low,"estimated (food-group based, ICFT aligned)"
P074,"Shark, spotted  (Stegostoma fasciatum)",50,low,"estimated (food-group based, ICFT aligned)"
P075,Shelavu (Sphyraena jello),50,low,"estimated (food-group based, ICFT aligned)"
P076,Silan (Silonia silondia),50,low,"estimated (food-group based, ICFT aligned)"
P077,Silk fish (Beryx sp.),50,low,"estimated (food-group based, ICFT aligned)"
P078,Silver carp  (Hypophthalmichthys molitrix),50,low,"estimated (food-group based, ICFT aligned)"
P079,Sole fish (Cynoglossus arel),50,low,"estimated (food-group based, ICFT aligned)"
P080,Stingray (Dasyatis pastinaca),50,low,"estimated (food-group based, ICFT aligned)"
P081,Tarlava (Drepane punctata) 414,50,low,"estimated (food-group based, ICFT aligned)"
P082,Tholam (Plectorhinchus schotaf),50,low,"estimated (food-group based, ICFT aligned)"
P083,Tilapia (Oreochromis niloticus),50,low,"estimated (food-group based, ICFT aligned)"
P084,Tuna (Euthynnus affinis),50,low,"estimated (food-group based, ICFT aligned)"
P085,"Tuna, striped (Katsuwonus pelamis)",50,low,"estimated (food-group based, ICFT aligned)"
P086,Valava (Chirocentrus nudus),50,low,"estimated (food-group based, ICFT aligned)"
P087,Vanjaram (Scomberomorus commerson ),50,low,"estimated (food-group based, ICFT aligned)"
P088,Vela meen (Aprion virescens),50,low,"estimated (food-group based, ICFT aligned)"
P089,Vora (Siganus javus),50,low,"estimated (food-group based, ICFT aligned)"
P090,Whale shark  (Galeocerdo cuvier),50,low,"estimated (food-group based, ICFT aligned)"
P091,Xiphinis (Xiphias gladius),50,low,"estimated (food-group based, ICFT aligned)"
P092,"EZ.ggs, Cat fish (Ompok bimaculatus)",50,low,"estimated (food-group based, ICFT aligned)"
Q001,Crab (Menippe mercenaria),50,low,"estimated (food-group based, ICFT aligned)"
Q002,"Crab, sea (Portunus sanguinolentus)",50,low,"estimated (food-group based, ICFT aligned)"
Q003,"Lobster, brown  (Thenus orientalis)",50,low,"estimated (food-group based, ICFT aligned)"
Q004,"Lobster, king size  (Thenus orientalis)",50,low,"estimated (food-group based, ICFT aligned)"
Q005,Mud crab (Scylla tranquebarica),50,low,"estimated (food-group based, ICFT aligned)"
Q006,Oyster (Crassostrea sp.),50,low,"estimated (food-group based, ICFT aligned)"
Q007,"Tiger prawns, brown  (Solenocera crassicornis)",50,low,"estimated (food-group based, ICFT aligned)"
Q008,"Tiger Prawns, orange (Penaeus monodon)",50,low,"estimated (food-group based, ICFT aligned)"
R001,"Clam, green shell (Perna viridis )",50,low,"estimated (food-group based, ICFT aligned)"
R002,"Clam, white shell, ribbed (Meretrix meretrix)",50,low,"estimated (food-group based, ICFT aligned)"
R003,Octopus (Octopus vulgaris),50,low,"estimated (food-group based, ICFT aligned)"
R004,"Squid, black (Loligo sp.)",50,low,"estimated (food-group based, ICFT aligned)"
R005,"Squid, hard shell (Sepia pharaonis)",50,low,"estimated (food-group based, ICFT aligned)"
R006,"Squid, red  (Loligo duvaucelii)",50,low,"estimated (food-group based, ICFT aligned)"
R007,"Squid, white, small  (Uroteuthis duvauceli )",50,low,"estimated (food-group based, ICFT aligned)"
S001,Cat fish (Tandanus tandanus),50,low,"estimated (food-group based, ICFT aligned)"
S002,Catla (Catla catla),50,low,"estimated (food-group based, ICFT aligned)"
S003,Freshwater Eel  (Anguilla anguilla),50,low,"estimated (food-group based, ICFT aligned)"
S004,Gold fish (Carassius auratus),50,low,"estimated (food-group based, ICFT aligned)"
S005,Pangas  (Pangasianodon hypophthalmus),50,low,"estimated (food-group based, ICFT aligned)"
S006,Rohu (Labeo rohita),50,low,"estimated (food-group based, ICFT aligned)"
S007,Crab (Pachygrapsus sp.),50,low,"estimated (food-group based, ICFT aligned)"
S008,"Prawns, big (Macrobrachium rosenbergii)",50,low,"estimated (food-group based, ICFT aligned)"
S009,"Prawns, small  (Macrobrachium sp.)",50,low,"estimated (food-group based, ICFT aligned)"
S010,Tiger prawns (Macrobrachium sp.),50,low,"estimated (food-group based, ICFT aligned)"
